"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"3528",2,3,1,4,2,5,1,5,4,2
"3529",4,1,5,3,4,4,1,5,1,4
"3530",5,4,1,5,1,4,4,3,4,3
"3531",4,3,2,5,4,1,1,2,2,2
"3532",2,3,2,3,5,2,3,3,4,5
"3533",5,1,4,3,5,2,4,1,3,4
"3534",3,2,5,4,2,2,2,5,2,5
"3535",2,2,1,2,4,5,5,5,4,1
"3536",5,4,3,2,2,3,2,2,2,3
"3537",4,1,4,5,5,3,5,5,3,2
"3538",5,1,2,1,4,1,5,5,4,3
"3539",1,3,3,4,1,2,5,3,4,2
"3540",1,3,3,5,4,4,1,1,2,3
"3541",5,3,4,2,1,4,3,4,5,2
"3542",5,4,2,3,5,5,3,5,2,1
"3543",3,4,2,1,5,5,3,3,3,3
"3544",2,2,1,3,3,3,1,2,4,5
"3545",2,4,2,5,1,5,2,1,5,3
"3546",2,5,3,4,2,4,3,4,2,1
"3547",1,1,5,4,3,5,3,1,3,5
"3548",3,3,1,4,2,2,1,4,2,5
"3549",5,5,1,2,4,5,4,1,5,3
"3550",5,5,3,1,4,3,4,1,4,2
"3551",1,2,4,4,4,4,3,3,1,1
"3552",3,1,4,2,5,3,1,4,2,5
"3553",4,5,1,3,1,2,1,2,1,3
"3554",5,2,4,2,4,4,2,2,4,2
"3555",1,1,3,4,5,2,3,3,4,4
"3556",4,3,4,1,1,2,1,1,3,5
"3557",4,4,1,5,4,1,5,3,3,4
"3558",5,2,1,3,5,5,2,5,1,1
"3559",5,3,2,1,5,4,5,1,2,1
"3560",1,5,5,2,1,1,3,4,1,3
"3561",4,5,4,5,5,3,2,5,1,5
"3562",3,4,3,5,3,4,3,1,4,5
"3563",4,4,5,3,1,1,1,3,4,4
"3564",2,4,4,2,1,3,2,2,3,3
"3565",5,2,3,4,3,2,5,4,1,2
"3566",4,3,1,1,2,5,1,1,4,1
"3567",1,4,3,2,3,1,4,4,2,3
"3568",1,2,2,4,3,3,3,1,3,3
"3569",5,3,5,1,3,2,5,1,5,3
"3570",1,1,2,3,4,4,2,1,4,2
"3571",3,2,3,2,2,4,5,4,5,3
"3572",4,3,2,1,4,3,1,3,4,2
"3573",2,5,3,1,4,3,4,5,2,1
"3574",5,5,2,3,4,1,4,3,4,5
"3575",1,1,5,2,2,5,3,1,4,2
"3576",4,3,1,5,2,4,1,1,2,2
"3577",5,1,2,5,2,3,5,3,4,4
"3578",1,1,5,5,2,2,2,1,4,2
"3579",2,4,3,5,2,4,2,5,3,2
"3580",4,2,1,1,5,5,1,3,1,4
"3581",1,2,1,1,5,4,1,4,2,3
"3582",5,5,1,3,2,1,1,4,2,3
"3583",5,4,5,4,3,5,1,5,5,5
"3584",5,1,5,3,4,4,2,3,4,4
"3585",3,4,2,4,2,3,4,5,4,2
"3586",3,2,4,5,2,2,3,1,3,2
"3587",1,2,4,1,5,5,2,1,5,3
"3588",3,5,1,1,2,5,3,3,1,1
"3589",1,5,5,2,5,5,5,3,3,1
"3590",5,4,1,2,3,3,5,1,3,1
"3591",2,2,2,2,3,2,4,4,3,5
"3592",4,2,5,3,3,3,1,1,4,4
"3593",2,5,2,3,2,5,2,1,4,2
"3594",2,3,1,4,1,5,2,5,1,5
"3595",1,1,5,1,2,3,2,5,5,1
"3596",4,1,2,1,3,5,5,3,5,1
"3597",4,5,1,5,4,3,4,3,5,5
"3598",3,2,2,3,3,4,2,5,1,3
"3599",4,1,5,1,2,3,1,3,1,5
"3600",5,2,5,3,4,1,4,3,2,2
"3601",1,2,5,3,2,3,4,5,1,4
"3602",5,1,3,1,4,3,1,1,2,2
"3603",2,2,1,2,4,5,5,5,2,4
"3604",4,5,4,3,4,5,4,5,5,3
"3605",5,3,4,5,3,5,5,1,4,1
"3606",5,5,4,4,1,2,2,5,1,2
"3607",4,5,5,3,5,2,3,3,5,1
"3608",5,3,1,2,5,3,4,5,1,2
"3609",5,2,2,1,2,3,4,2,2,2
"3610",2,2,1,2,1,3,4,1,5,2
"3611",5,3,1,3,1,5,4,4,2,1
"3612",5,1,4,4,4,5,2,1,2,4
"3613",5,4,5,1,1,2,4,1,3,4
"3614",3,3,1,4,2,3,1,4,3,4
"3615",2,2,1,1,5,5,5,5,1,2
"3616",5,3,1,5,1,2,2,1,5,5
"3617",4,2,3,2,3,1,1,2,2,3
"3618",4,2,2,5,5,4,5,5,3,2
"3619",2,4,5,2,3,3,2,1,2,1
"3620",3,4,4,5,2,4,5,1,3,4
"3621",1,3,2,5,3,4,5,5,2,4
"3622",2,3,1,1,3,4,2,4,5,4
"3623",1,3,1,2,4,1,1,1,2,3
"3624",2,2,4,4,2,4,4,3,3,3
"3625",1,5,4,4,4,5,5,5,3,2
"3626",3,4,5,3,5,4,5,2,2,2
"3627",5,5,2,2,3,4,2,1,4,4
"3628",2,1,4,2,1,3,4,1,2,4
"3629",5,2,5,5,5,1,2,4,3,1
"3630",4,4,1,5,3,1,5,5,2,2
"3631",3,5,5,2,5,5,2,4,1,1
"3632",1,5,1,1,4,3,4,5,2,5
"3633",3,3,4,1,2,2,3,1,1,3
"3634",1,4,3,5,3,5,2,5,1,1
"3635",5,2,5,1,4,4,1,1,1,4
"3636",1,1,4,5,2,5,5,1,5,1
"3637",4,4,4,2,4,1,2,4,3,2
"3638",5,1,4,4,4,5,1,3,1,4
"3639",2,5,2,2,1,3,5,5,3,4
"3640",1,3,5,4,3,5,5,4,1,4
"3641",3,2,5,4,2,4,3,4,3,5
"3642",5,1,4,4,2,5,1,2,1,1
"3643",2,1,3,1,3,3,2,5,5,3
"3644",2,4,2,5,2,3,5,5,5,1
"3645",3,4,2,4,5,2,3,1,4,4
"3646",3,5,2,2,3,1,4,4,5,5
"3647",3,1,1,4,3,2,1,2,4,3
"3648",1,3,3,4,1,5,2,4,4,2
"3649",3,3,1,2,1,1,5,2,1,4
"3650",1,2,1,4,2,5,3,1,1,5
"3651",2,5,5,1,5,5,2,5,1,1
"3652",3,5,2,5,5,4,1,3,5,2
"3653",3,2,1,1,4,4,4,5,4,4
"3654",2,5,3,4,5,5,4,1,4,1
"3655",4,2,4,4,1,2,1,2,5,5
"3656",4,5,2,4,2,5,2,2,4,2
"3657",3,4,3,2,2,4,2,3,1,5
"3658",3,4,3,1,5,2,1,3,3,4
"3659",3,4,5,1,2,4,4,2,3,1
"3660",5,4,5,5,1,5,2,2,5,2
"3661",4,5,2,5,3,1,1,3,4,1
"3662",5,1,5,2,4,1,2,3,1,4
"3663",3,4,1,5,3,1,4,2,4,2
"3664",4,2,4,2,1,1,4,3,4,4
"3665",1,3,4,2,2,4,4,1,1,3
"3666",5,2,5,4,5,1,1,4,4,2
"3667",3,2,3,5,5,2,1,1,3,4
"3668",3,2,5,1,2,1,1,3,2,3
"3669",3,3,4,2,5,3,3,1,4,1
"3670",4,4,1,5,4,2,3,5,3,1
"3671",3,5,4,1,3,5,4,4,2,3
"3672",5,5,1,5,5,1,4,5,2,2
"3673",4,2,2,3,1,1,5,2,5,5
"3674",3,5,1,4,2,2,2,3,5,3
"3675",4,5,3,5,3,1,5,3,1,5
"3676",5,4,5,3,1,2,1,5,2,1
"3677",3,4,2,3,4,4,4,2,3,4
"3678",4,3,1,4,5,3,2,2,5,5
"3679",3,1,2,5,5,3,2,2,4,1
"3680",3,3,2,4,1,5,2,3,4,1
"3681",4,2,2,1,2,3,1,4,4,5
"3682",2,4,4,1,1,5,4,4,2,5
"3683",3,4,1,5,3,4,5,5,3,4
"3684",5,5,3,3,4,3,3,5,3,2
"3685",5,3,3,1,3,3,3,2,2,5
"3686",2,1,3,5,3,1,2,4,5,3
"3687",4,2,2,1,1,3,2,4,5,2
"3688",5,3,3,4,2,4,4,1,1,1
"3689",3,3,1,2,2,1,3,5,1,2
"3690",4,1,2,5,1,3,5,2,1,1
"3691",1,3,5,1,2,1,1,5,3,1
"3692",1,4,3,1,5,1,5,2,2,2
"3693",3,2,3,2,2,1,1,4,4,1
"3694",1,2,2,4,1,1,2,2,2,4
"3695",4,1,4,4,2,2,5,1,2,5
"3696",2,2,4,1,1,4,1,5,3,5
"3697",3,1,1,5,3,3,1,1,5,3
"3698",4,5,1,4,5,4,2,1,5,2
"3699",4,5,2,1,5,4,2,1,4,4
"3700",5,5,3,4,5,2,3,1,3,4
"3701",5,1,1,1,1,5,1,5,1,4
"3702",1,4,5,2,1,3,1,5,2,4
"3703",2,2,4,2,1,2,4,3,3,4
"3704",4,4,3,4,3,3,4,5,4,1
"3705",1,5,1,1,1,1,2,5,3,3
"3706",2,1,3,5,2,3,3,1,5,5
"3707",5,4,5,2,2,5,3,5,2,2
"3708",4,3,2,2,5,2,4,3,1,2
"3709",1,2,3,5,4,4,2,2,3,3
"3710",3,5,4,5,4,2,4,3,5,5
"3711",2,4,2,1,1,5,1,3,1,3
"3712",3,1,2,4,5,5,3,1,3,3
"3713",4,4,5,1,4,1,5,1,3,2
"3714",2,2,5,1,3,3,4,3,4,1
"3715",3,5,2,4,5,4,4,2,5,3
"3716",4,4,3,4,4,1,4,3,1,1
"3717",3,5,2,3,1,4,4,1,2,2
"3718",2,2,5,2,2,2,2,5,2,4
"3719",2,1,3,2,5,1,4,5,3,3
"3720",3,5,5,5,3,2,2,2,2,4
"3721",4,1,5,2,4,5,3,4,3,5
"3722",2,4,4,2,3,1,4,4,5,5
"3723",4,1,5,1,3,3,4,4,4,2
"3724",5,5,3,1,4,4,2,5,5,4
"3725",3,3,4,3,2,3,1,3,4,5
"3726",1,4,1,3,1,1,1,1,3,3
"3727",1,1,1,2,5,3,1,1,2,5
"3728",4,1,5,3,1,4,4,2,3,4
"3729",4,3,2,1,5,3,4,3,3,5
"3730",3,3,1,5,3,1,3,1,1,4
"3731",1,2,2,2,2,3,1,2,1,3
"3732",3,2,2,4,4,2,2,4,4,2
"3733",1,5,2,1,1,1,1,4,2,3
"3734",4,2,1,5,3,5,4,3,5,3
"3735",4,4,5,5,3,2,5,1,5,1
"3736",4,1,1,2,4,4,3,4,1,4
"3737",1,2,3,3,5,5,4,2,2,3
"3738",5,4,1,5,4,5,3,5,4,3
"3739",1,1,1,1,4,3,4,2,1,2
"3740",3,1,2,3,2,2,1,3,5,1
"3741",3,3,4,4,4,4,3,3,1,2
"3742",4,3,3,3,4,1,2,4,4,5
"3743",2,2,1,2,1,1,5,1,1,5
"3744",5,4,2,2,5,3,4,1,4,5
"3745",2,3,2,3,3,5,4,3,4,2
"3746",5,4,1,1,5,2,3,4,1,3
"3747",5,5,4,3,3,1,2,5,2,4
"3748",1,3,2,3,2,3,3,4,5,5
"3749",4,4,4,3,2,4,2,3,1,3
"3750",4,3,5,2,1,2,2,3,1,4
"3751",1,2,2,4,2,4,3,1,1,4
"3752",3,2,5,2,1,4,5,4,4,3
"3753",2,1,4,3,4,4,2,3,5,4
"3754",1,4,1,1,5,3,3,2,2,3
"3755",2,2,2,1,1,5,1,3,5,2
"3756",3,4,3,4,4,1,2,5,3,5
"3757",3,2,1,2,4,5,4,1,4,5
"3758",4,1,5,5,3,1,2,4,1,3
"3759",2,3,4,4,1,2,3,5,3,4
"3760",2,5,5,1,1,3,4,5,1,5
"3761",4,4,2,1,3,4,5,3,1,5
"3762",2,1,4,4,3,4,5,1,1,2
"3763",1,1,2,1,3,4,5,4,3,2
"3764",5,1,3,4,2,2,3,3,2,4
"3765",5,2,1,3,4,1,5,2,2,5
"3766",5,3,4,1,3,1,5,5,2,1
"3767",4,5,3,1,3,2,3,1,3,3
"3768",4,4,4,5,1,5,1,4,5,2
"3769",1,3,3,1,2,2,2,1,3,1
"3770",3,2,5,1,5,1,3,5,5,3
"3771",2,2,5,1,1,1,5,5,2,4
"3772",4,2,5,2,2,1,2,2,5,5
"3773",3,1,5,3,2,4,2,4,1,1
"3774",5,2,3,5,5,4,1,2,4,3
"3775",4,3,1,2,5,2,1,4,4,4
"3776",3,1,4,5,3,1,2,5,5,2
"3777",1,3,3,5,4,2,4,3,4,5
"3778",1,2,5,1,5,2,3,1,1,1
"3779",3,5,3,5,2,5,4,5,4,5
"3780",4,3,2,1,5,4,3,3,5,3
"3781",1,2,3,5,1,2,1,3,3,2
"3782",1,3,3,5,1,5,2,2,2,2
"3783",1,1,4,2,1,3,1,4,2,1
"3784",3,2,4,1,3,1,4,1,3,1
"3785",1,5,3,3,5,5,5,1,2,1
"3786",3,5,4,5,5,5,3,3,4,2
"3787",1,2,5,2,3,1,2,1,4,1
"3788",5,4,3,3,3,2,2,4,5,4
"3789",1,3,3,2,3,4,1,3,1,3
"3790",3,2,4,3,1,5,2,5,2,2
"3791",1,3,2,5,3,5,4,3,1,2
"3792",5,4,1,4,1,3,4,2,3,5
"3793",3,5,3,2,2,4,5,4,5,1
"3794",3,4,4,4,2,2,3,1,3,4
"3795",2,4,2,4,3,3,5,3,4,5
"3796",2,3,1,5,4,2,3,4,3,4
"3797",3,4,4,1,3,1,2,3,2,1
"3798",1,5,4,2,3,2,1,5,2,3
"3799",5,5,1,3,1,2,3,3,4,3
"3800",4,3,1,5,4,5,2,5,2,3
"3801",1,3,3,1,1,5,2,1,2,4
"3802",1,4,1,1,3,2,4,3,2,5
"3803",1,4,4,2,5,5,1,2,2,1
"3804",1,5,1,5,1,4,4,2,2,1
"3805",3,3,2,2,3,3,2,1,2,3
"3806",5,4,2,1,2,2,1,3,1,2
"3807",2,2,3,4,5,5,2,4,5,3
"3808",1,5,4,1,2,5,4,1,2,5
"3809",5,2,2,1,4,2,2,1,4,2
"3810",3,1,5,5,1,1,3,3,5,3
"3811",1,3,2,1,5,2,1,4,3,1
"3812",1,1,2,5,5,4,3,2,3,4
"3813",3,3,4,3,3,3,4,1,5,1
"3814",2,4,2,3,4,3,3,4,1,2
"3815",4,5,2,3,1,4,5,4,5,4
"3816",4,2,2,5,5,2,4,1,4,2
"3817",4,3,1,5,3,5,3,5,2,2
"3818",4,4,1,5,5,4,2,1,4,5
"3819",3,3,2,3,2,3,3,1,3,2
"3820",3,3,1,4,4,4,1,1,4,1
"3821",3,5,1,5,1,2,3,1,5,4
"3822",3,2,1,1,5,3,3,4,5,2
"3823",4,3,4,1,3,2,4,3,3,5
"3824",3,3,5,5,2,1,2,4,2,1
"3825",4,1,3,2,2,4,1,4,5,4
"3826",5,2,2,5,5,1,4,4,1,5
"3827",1,4,4,3,3,3,5,2,4,3
"3828",4,4,5,1,5,3,4,5,5,1
"3829",3,2,3,1,3,3,1,1,4,5
"3830",1,2,4,5,1,2,2,2,1,2
"3831",1,5,3,2,5,4,5,3,1,4
"3832",1,1,4,1,1,5,5,3,1,1
"3833",2,4,4,2,4,2,2,2,2,5
"3834",5,4,3,3,4,2,4,4,4,2
"3835",5,5,1,3,5,4,1,2,2,5
"3836",3,5,4,5,2,2,2,5,4,2
"3837",3,2,2,2,5,5,3,3,2,4
"3838",4,5,3,4,5,4,3,4,5,2
"3839",1,2,3,4,2,5,3,1,3,2
"3840",5,1,2,1,4,2,1,2,4,2
"3841",4,4,4,4,3,5,1,5,4,4
"3842",3,1,4,1,5,3,3,2,3,1
"3843",3,4,1,3,4,3,1,1,2,1
"3844",5,3,1,2,4,5,2,2,4,5
"3845",3,1,4,5,4,2,2,2,1,3
"3846",2,2,4,5,1,3,3,2,3,1
"3847",2,3,3,1,4,5,3,1,1,3
"3848",3,5,2,1,1,3,4,5,5,3
"3849",2,3,3,1,5,2,4,5,5,1
"3850",2,3,4,3,5,2,1,5,4,1
"3851",3,3,2,5,2,1,4,2,2,2
"3852",2,5,1,2,3,5,5,2,3,5
"3853",5,4,2,4,1,4,3,3,3,2
"3854",4,4,4,1,1,1,3,4,3,2
"3855",3,2,1,4,2,2,4,1,3,3
"3856",5,4,2,3,1,5,5,3,5,5
"3857",1,3,1,3,4,4,3,3,3,3
"3858",5,2,3,4,1,4,2,2,5,2
"3859",4,1,3,1,3,2,3,3,4,4
"3860",4,2,3,3,1,1,2,1,3,3
"3861",2,1,5,3,3,5,5,3,1,4
"3862",5,1,1,3,2,1,2,5,5,5
"3863",1,1,4,2,1,2,5,1,5,4
"3864",1,5,1,1,1,1,5,3,1,3
"3865",3,1,3,4,1,4,4,4,2,1
"3866",2,3,3,4,2,1,2,1,5,1
"3867",2,2,1,2,5,4,2,2,5,3
"3868",2,4,4,1,5,1,4,5,3,1
"3869",2,1,5,1,1,5,4,5,2,3
"3870",1,1,2,4,1,5,3,3,3,1
"3871",5,2,2,1,1,5,1,3,1,2
"3872",4,3,5,5,3,2,2,5,1,4
"3873",4,2,2,2,5,5,3,3,1,5
"3874",2,5,5,3,4,5,2,5,2,1
"3875",3,3,5,1,4,3,3,4,2,5
"3876",3,2,3,1,4,3,3,3,3,3
"3877",2,5,4,3,5,3,1,5,1,2
"3878",5,2,3,1,4,3,3,5,1,5
"3879",3,3,4,1,3,1,3,5,4,3
"3880",2,2,5,5,4,1,3,3,2,5
"3881",2,3,1,5,3,5,1,2,3,4
"3882",2,2,3,5,3,1,3,5,3,3
"3883",4,1,2,2,3,5,5,5,5,3
"3884",2,2,5,1,2,2,5,5,1,4
"3885",5,4,4,1,5,1,3,5,1,4
"3886",1,5,5,2,2,5,1,3,1,3
"3887",3,2,5,5,2,2,3,5,5,3
"3888",3,3,4,5,4,4,1,4,1,4
"3889",3,4,2,4,2,1,5,3,5,4
"3890",1,5,2,4,2,2,5,4,2,3
"3891",3,2,2,3,5,3,4,1,2,3
"3892",5,4,5,2,2,2,4,1,4,3
"3893",1,2,1,1,1,5,5,4,5,4
"3894",1,3,3,2,4,3,4,5,5,5
"3895",5,1,1,3,5,5,3,5,2,2
"3896",5,4,2,2,4,1,4,2,2,3
"3897",4,3,1,5,3,2,5,3,1,3
"3898",4,1,3,1,5,4,1,2,1,1
"3899",5,5,5,2,4,5,1,1,4,3
"3900",4,3,3,1,1,4,1,3,5,3
"3901",2,2,2,5,1,3,5,3,1,1
"3902",3,4,3,2,1,1,1,3,4,4
"3903",1,2,2,1,5,4,3,2,4,1
"3904",4,2,2,2,5,4,5,5,4,1
"3905",3,5,4,5,5,2,1,3,2,3
"3906",5,4,1,1,2,1,1,2,4,5
"3907",3,3,1,5,5,3,2,4,5,5
"3908",4,5,4,1,5,5,4,1,2,3
"3909",5,4,4,3,3,5,3,3,5,2
"3910",5,5,3,2,5,4,1,3,4,4
"3911",5,1,5,2,3,2,2,2,3,4
"3912",4,1,2,4,4,4,5,5,4,1
"3913",3,3,3,5,2,1,2,3,3,5
"3914",3,4,5,2,2,1,2,3,2,3
"3915",4,1,1,4,4,2,2,4,5,4
"3916",3,1,5,1,5,2,5,5,1,5
"3917",1,4,4,4,4,1,1,2,5,3
"3918",5,4,2,4,2,1,3,5,5,2
"3919",5,4,1,5,1,3,2,4,5,2
"3920",1,4,5,2,1,1,2,1,5,5
"3921",4,2,4,1,2,2,3,1,5,3
"3922",4,1,3,4,5,1,5,1,1,5
"3923",2,1,4,1,3,4,5,2,5,5
"3924",3,2,4,5,3,1,4,4,1,3
"3925",5,5,1,1,5,1,3,4,4,3
"3926",5,4,1,2,2,4,4,3,5,3
"3927",5,4,1,4,1,1,1,2,3,1
"3928",2,1,3,3,3,5,5,5,3,5
"3929",5,5,4,1,4,2,2,3,2,4
"3930",2,2,3,2,2,4,3,5,5,2
"3931",1,3,2,5,4,3,1,3,3,5
"3932",3,2,5,4,2,1,3,5,1,3
"3933",2,1,2,2,2,2,4,1,5,2
"3934",5,5,2,5,3,4,2,5,5,3
"3935",3,3,5,2,5,4,3,4,5,3
"3936",2,3,1,1,2,4,5,2,5,3
"3937",4,1,4,4,2,4,5,5,4,2
"3938",5,3,5,5,4,2,1,2,1,1
"3939",3,2,1,5,4,2,3,1,1,5
"3940",2,4,5,5,4,3,3,3,1,1
"3941",5,4,4,3,3,1,5,3,4,2
"3942",4,1,4,2,1,1,1,3,4,3
"3943",3,1,4,3,5,5,5,3,1,5
"3944",1,4,1,1,4,1,3,3,1,4
"3945",3,1,1,1,5,1,2,5,4,4
"3946",3,2,1,2,1,3,2,5,4,2
"3947",3,5,3,2,3,2,5,5,2,5
"3948",3,1,5,1,1,5,3,3,4,2
"3949",4,5,4,2,4,5,2,3,1,1
"3950",2,3,2,4,1,4,2,5,1,1
"3951",4,2,4,1,2,1,2,1,1,3
"3952",1,1,1,3,4,5,5,5,5,5
"3953",4,4,4,5,1,2,5,4,2,3
"3954",3,3,2,4,4,5,3,4,5,3
"3955",5,4,5,2,5,5,2,3,5,1
"3956",1,2,1,1,4,2,1,2,1,3
"3957",2,1,4,1,4,4,2,5,5,5
"3958",1,5,3,3,2,3,3,1,4,4
"3959",5,3,5,2,1,5,2,1,4,2
"3960",2,1,1,3,2,3,3,3,2,5
"3961",4,4,3,4,1,1,4,3,4,3
"3962",3,4,2,4,5,1,5,5,5,1
"3963",3,5,3,5,3,4,2,1,3,4
"3964",1,1,1,1,1,3,2,4,2,1
"3965",3,4,1,3,4,5,1,4,3,3
"3966",2,1,2,1,4,4,1,3,3,5
"3967",3,3,5,2,1,2,4,2,1,5
"3968",4,3,4,1,2,3,4,5,2,3
"3969",4,2,2,3,5,1,3,5,2,2
"3970",5,4,2,2,1,1,4,3,2,2
"3971",4,2,3,2,4,3,1,2,3,5
"3972",1,5,3,4,4,5,5,3,1,4
"3973",4,4,2,1,1,1,4,5,4,2
"3974",2,1,2,1,4,5,4,3,2,4
"3975",3,1,4,4,2,2,2,1,4,2
"3976",2,5,3,2,5,3,4,5,2,2
"3977",1,1,2,2,5,2,4,5,1,5
"3978",1,1,5,4,1,5,4,5,2,4
"3979",1,4,3,1,4,3,5,2,5,1
"3980",2,1,4,5,2,2,1,3,4,3
"3981",1,3,1,2,3,5,2,2,1,2
"3982",1,1,3,1,1,2,3,1,2,5
"3983",1,5,4,5,2,4,2,5,4,4
"3984",1,2,3,5,2,5,5,5,1,4
"3985",2,1,3,5,2,4,1,3,5,2
"3986",2,5,4,3,4,3,2,5,4,4
"3987",3,5,4,4,3,1,1,3,2,5
"3988",1,1,5,3,5,5,2,4,1,3
"3989",1,4,5,4,4,4,3,5,1,3
"3990",2,5,2,4,2,2,5,5,4,3
"3991",3,1,5,1,1,3,4,5,4,3
"3992",5,2,2,4,1,5,1,5,3,5
"3993",3,4,2,4,1,5,4,5,5,5
"3994",3,2,5,2,2,1,2,5,4,3
"3995",4,2,5,1,3,1,4,4,4,5
"3996",2,5,3,4,1,4,1,4,5,4
"3997",5,4,5,2,2,2,4,1,3,1
"3998",5,2,4,1,1,5,4,2,1,2
"3999",5,2,3,3,4,4,3,1,2,5
"4000",5,3,1,1,4,4,5,3,3,4
"4001",5,5,3,3,3,2,3,5,2,1
"4002",4,2,2,2,1,5,5,1,3,3
"4003",2,3,5,1,5,1,4,2,1,2
"4004",3,1,3,3,2,2,2,5,3,2
"4005",1,3,3,1,2,5,5,1,1,3
"4006",1,5,5,4,1,1,3,1,5,4
"4007",5,3,2,1,3,3,4,1,5,4
"4008",1,4,5,5,5,5,5,1,1,2
"4009",4,5,2,5,3,2,1,5,3,1
"4010",2,1,3,2,3,4,3,2,5,1
"4011",5,3,1,4,2,4,3,4,5,4
"4012",1,2,3,2,5,3,4,3,3,1
"4013",4,3,2,5,3,3,1,5,5,5
"4014",4,2,3,5,4,4,5,1,2,3
"4015",4,3,4,3,2,1,1,4,5,5
"4016",1,3,4,5,1,2,3,5,1,2
"4017",2,5,5,1,5,2,5,2,4,5
"4018",3,3,1,3,3,5,4,1,2,4
"4019",3,4,3,3,3,2,5,3,1,1
"4020",5,5,2,4,5,4,4,4,3,2
"4021",5,2,1,4,4,2,4,3,4,3
"4022",1,5,1,1,3,5,4,3,1,5
"4023",4,4,4,1,5,4,5,1,3,5
"4024",5,3,3,4,5,1,4,1,2,4
"4025",5,1,5,4,4,2,4,3,4,1
"4026",1,2,1,1,5,4,5,5,1,1
"4027",5,1,1,1,4,4,2,2,3,1
"4028",5,4,4,3,4,5,2,5,5,3
"4029",3,3,1,1,3,4,1,2,4,4
"4030",3,3,2,4,2,5,4,4,5,3
"4031",1,5,4,2,2,4,5,2,4,5
"4032",3,4,3,3,2,2,4,1,3,5
"4033",5,5,5,1,1,4,5,1,3,2
"4034",3,5,2,2,3,2,5,2,3,2
"4035",3,5,4,4,2,2,1,2,5,2
"4036",5,4,4,2,4,1,1,2,3,3
"4037",3,1,2,1,2,4,5,3,5,1
"4038",4,3,3,3,1,5,2,2,4,4
"4039",4,5,1,3,4,2,3,1,2,5
"4040",1,4,5,5,2,3,3,3,3,2
"4041",4,5,1,3,1,3,2,2,5,3
"4042",5,5,2,4,5,3,3,5,2,5
"4043",1,5,3,3,5,3,3,1,5,4
"4044",4,3,3,2,3,2,1,2,5,3
"4045",3,1,5,5,5,4,4,2,4,5
"4046",4,1,2,5,1,4,5,2,1,2
"4047",3,1,2,3,5,4,3,1,5,3
"4048",4,4,3,1,3,4,5,2,1,4
"4049",4,2,2,4,4,2,2,4,4,3
"4050",1,5,2,2,4,3,1,4,4,4
"4051",4,4,3,2,3,2,5,2,5,2
"4052",1,1,3,2,4,4,2,2,3,1
"4053",4,5,2,4,2,3,5,4,1,4
"4054",2,1,4,5,2,5,3,4,1,5
"4055",5,2,2,3,2,1,1,1,2,3
"4056",1,2,4,5,4,5,1,3,5,2
"4057",2,5,3,5,5,2,3,3,1,1
"4058",1,5,1,1,5,1,1,2,3,4
"4059",1,5,5,1,4,4,1,3,1,5
"4060",5,4,5,2,5,2,2,1,3,2
"4061",4,2,5,1,4,4,4,1,3,1
"4062",5,5,4,1,1,2,3,2,3,1
"4063",2,1,5,5,4,2,1,5,3,1
"4064",4,3,1,1,1,2,1,2,3,3
"4065",4,4,3,3,3,3,2,2,1,3
"4066",5,2,5,3,1,2,1,4,5,3
"4067",1,2,4,5,4,4,3,5,5,2
"4068",5,4,2,4,4,3,2,5,2,1
"4069",1,2,2,2,4,5,5,2,3,3
"4070",1,3,5,5,3,3,3,4,5,5
"4071",3,5,5,3,3,1,3,4,3,3
"4072",2,4,5,2,4,4,3,5,1,3
"4073",1,5,2,1,5,4,1,5,3,4
"4074",5,1,2,1,1,4,4,3,3,2
"4075",1,3,3,3,1,5,1,5,5,3
"4076",4,3,4,2,2,1,1,2,4,3
"4077",3,1,1,4,5,1,4,5,2,1
"4078",3,2,3,1,3,4,4,3,3,4
"4079",5,5,2,3,3,5,2,2,4,4
"4080",4,1,5,2,5,5,2,1,3,3
"4081",4,4,2,1,5,4,3,1,4,5
"4082",4,5,4,3,3,3,2,2,1,3
"4083",4,3,3,5,5,4,5,3,2,4
"4084",5,5,4,3,1,2,3,2,2,4
"4085",1,5,4,5,1,3,3,2,4,2
"4086",5,1,5,5,2,1,1,1,5,2
"4087",5,3,2,1,4,5,2,3,5,3
"4088",5,5,3,1,2,5,1,2,2,2
"4089",5,5,2,3,2,3,2,4,5,3
"4090",5,5,4,2,3,4,3,4,3,5
"4091",5,5,5,4,3,1,2,5,4,2
"4092",4,4,4,1,4,1,5,5,3,4
"4093",1,5,3,2,1,4,5,2,3,5
"4094",2,3,3,1,2,5,4,2,1,1
"4095",5,4,3,2,2,4,4,4,3,2
"4096",4,5,3,2,2,5,4,5,3,1
"4097",2,4,3,3,3,3,3,3,5,2
"4098",5,1,1,2,1,4,1,1,2,5
"4099",1,2,4,4,1,5,3,4,1,4
"4100",5,5,5,2,5,2,2,4,5,5
"4101",3,2,1,3,2,5,4,1,3,4
"4102",4,4,2,5,5,4,1,1,1,4
"4103",4,3,4,3,4,3,3,4,3,2
"4104",3,3,1,1,3,4,4,2,3,3
"4105",1,3,4,1,4,3,3,5,1,4
"4106",4,2,1,4,4,2,1,4,3,4
"4107",4,5,4,5,4,2,2,1,3,3
"4108",3,1,4,3,5,5,2,5,1,4
